"","Name","Location","longitude","latitude","Description","More Info","Length.of.PC","Opening.Hours","Lighting.Hours","Accessibility"
"43","Kallang Park Connector","Bendemeer Rd near Blk 54","103.8675","1.324177","Stretching along the Kallang River, the Kallang Park Connector links Bishan-Ang Mo Kio Park to Kallang Riverside Park where you have the chance to see foraging birds, monitor lizards and squirrels along the riverbank. It takes you through several residential estates in the Central region – Bishan, Toa Payoh, Potong Pasir, Serangoon, Bendemeer, Upper Boon Keng and Kallang. 
Enjoy the lush greenery at Kolam Ayer Waterfront, part of PUB’s Active, Beautiful, Clean Waters programme, along Kallang River. This park connector also meets Whampoa Park Connector from Bendemeer Road, providing you with easy accessibility to Toa Payoh Town Park. To facilitate connectivity and create a more seamless walking and cycling experience, URA will be carrying out infrastructure improvements along the Kallang Park Connector from Q3 2021 to Q2 2023.Improvements at other crossings (Kallang Bahru and PIE) will be implemented at a later date. For more information, please visit URA's page.","Kallang Park Connector starts at Bishan Road and runs along Kallang River before ending at Sims Ave","7.87 km","24 hours daily","7.00pm to 7.00am","Users will have to cross four overhead bridges over Braddell Road, PIE, Serangoon Road and Bendemeer Road and some non-barrier free crossing across Kallang River and road junctions. Cyclist may push or/and carry their bicycles up the bridges and steps."
"44","Whampoa Park Connector","Bendemeer Rd Near Block 44A","103.8651","1.320546","Starting from Toa Payoh Town Park, Whampoa Park Connector runs along Sungei Whampoa and joins up with Kallang Park Connector at Bendemeer Road. It contains two PUB Active, Beautiful, Clean Water programme features on both banks of the Kallang River – River Vista and Kolam Ayer Waterfront. The park connector takes you through Jalan Rajah, Kim Keat, Whampoa, St George’s and Bendemeer residential estates. You can also enjoy a wide range of food outlets along Balestier Road, with some operating around the clock. To facilitate connectivity and create a more seamless walking and cycling experience, URA will be carrying out infrastructure improvements along the Whampoa Park Connector (along Bendemeer Road)  from 20 Sep 2021 to 31 Mar 2023. Please use the alternative route.","Whampoa Park Connector starts at Jalan Rajah, across Toa Payoh Town Park and runs along Sungei Whampoa before ending at Bendemeer Road","4.49 km","24 hours daily","7.00pm to 7.00am","The park connector is barrier free, however, users will have to cross two pedestrian overhead bridges over PIE and CTE. Cyclist may push their bicycles up the ramps at these bridges."
"45","Ang Mo Kio Park Connector","Ang Mo Kio Ave 1","103.8429","1.364498","Ang Mo Kio Park Connector runs from the cross junction of Ang Mo Kio Ave 1 and Marymount Road, along Ang Mo Kio Ave 6 before ending at Ang Mo Kio Town Garden West. It passes through the Ang Mo Kio heartlands to connect residents to Bishan-Ang Mo Kio Park and Ang Mo Kio Town Garden West.","Ang Mo Kio Park Connector starts at Ang Mo Kio Ave 1 and runs along Ang Mo Kio Ave 6 before ending at Ang Mo Kio St 12","1.08 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible"
"46","Choa Chu Kang Park Connector","Block 304 Choa Chu Kang Loop","103.7435","1.383926","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station. ","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4 km","24 hours daily","7.00pm to 7.00am",NA
"47","Ang Mo Kio Avenue 5 Park Connector","Ang Mo Kio North Flyover","103.8585","1.376758","Ang Mo Kio Ave 5 Park Connector starts at the junction of Ang Mo Kio Ave 5 and Ang Mo Kio Ave 6, and ends at Yio Chu Kang Road. It stretches along Ang Mo Kio Ave 5 passing through various educational institutions such as Anderson Junior College, Nanyang Polytechnic and Ang Mo Kio ITE College. Through this park connector, you are linked to Buangkok estate and further northeast towards Punggol Park, Punggol Waterway Park and Punggol Point Park, located along the scenic North Eastern Riverine Loop.","Ang Mo Kio Ave 5 Park Connector starts at cross junction of Ang Mo Kio Ave 6 and Ang Mo Kio Ave 5 and runs along Ang Mo Kio Ave 5 before ending at Yio Chu Kang Road","4.01 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible"
"48","Geylang Park Connector","Dunman Rd","103.8899","1.308541",NA,"Geylang Park Connector starts at Guillemard Road (near Grandlink Square) and crosses over Mountbatten Road before ending at Tanjong Rhu Bridge flyover","3.68 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible but crosses one overhead bridge with barrier-access free ramp along Mountbatten Road"
"49","Serangoon Park Connector","Hougang Ave 6 / Buangkok Drive","103.8928","1.379900","Running along Serangoon Reservoir and Sg Pinang, the Serangoon Park Connector is a popular recreational corridor amongst residents living in the vicinity. An established route to Punggol Park, it joins directly to Sungei Serangoon Park Connector via a footbridge across Sg Pinang. Nature lovers will delight in the high biodiversity found here, including the Grey Heron, Little Egret, and conspicuous Collared and White-throated Kingfisher.","Serangoon Park Connector starts at Tampines Road and runs along Hougang Ave 7 and Buangkok Drive before ending at the junction of Sengkang East Road and Buangkok Green.","4.2 km","24 hours daily","7.00pm to 7.00am",NA
"50","Jurong West Park Connector","Jurong West St 61 Near Jurong West Primary School","103.6979","1.339825","Extending from Boon Lay Way (across Jurong Central Park) to Jurong West Street 93, the Jurong West Park Connector links nearby residents to Jurong Central Park, Boon Lay Bus Terminal, Boon Lay MRT station and Pioneer MRT station. Running through residential estates, it is great for joggers looking for a short run around the neighbourhood and is ideal for other outdoor activities such as cycling, strolling and dog-walking.Alternatively, make your way to SAFRA Jurong, located at the end of the Jurong West Park Connector along Boon Lay Way. You may also head to the Jurong West Sports Centre where there are multiple sporting facilities you can use. After a fulfilling workout, head to Jurong Point where a variety of eateries, cafes, and shops are available. The Jurong West Park Connector forms part of the Western Adventure Loop, linking visitors to various park connectors, parks and nature reserves.","Jurong West PC starts from Boon Lay Way (across Jurong Central Park) and runs along Jurong West Street 62 and Jurong West Street 64, before ending at Jurong West street 93","2.2 km","24 hours daily","7.00pm to 7.00am",NA
"51","Jurong West Park Connector","Jurong West St 65","103.7009","1.340390","Extending from Boon Lay Way (across Jurong Central Park) to Jurong West Street 93, the Jurong West Park Connector links nearby residents to Jurong Central Park, Boon Lay Bus Terminal, Boon Lay MRT station and Pioneer MRT station. Running through residential estates, it is great for joggers looking for a short run around the neighbourhood and is ideal for other outdoor activities such as cycling, strolling and dog-walking.Alternatively, make your way to SAFRA Jurong, located at the end of the Jurong West Park Connector along Boon Lay Way. You may also head to the Jurong West Sports Centre where there are multiple sporting facilities you can use. After a fulfilling workout, head to Jurong Point where a variety of eateries, cafes, and shops are available. The Jurong West Park Connector forms part of the Western Adventure Loop, linking visitors to various park connectors, parks and nature reserves.","Jurong West PC starts from Boon Lay Way (across Jurong Central Park) and runs along Jurong West Street 62 and Jurong West Street 64, before ending at Jurong West street 93","2.2 km","24 hours daily","7.00pm to 7.00am",NA
"52","Canberra-Sembawang Park Connector","Montreal Link","103.8275","1.450217","Linking Canberra Link to Tuah Road via Sembawang Road, the Canberra-Sembawang Park Connector runs along private residential estates to join Sembawang Park, a popular fishing ground.                 Besides featuring a wide variety of fish, the park also has one of the few natural beaches found in Singapore. Level and smooth, the Canberra-Sembawang Park Connector is suitable for joggers looking for a short and comfortable run.","The Canberra-Sembawang Park Connector starts at Canberra Link and runs along Sembawang road before ending at Tuah Road.","1.6 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"53","Tampines Park Connector","Pasir Ris Drive 1","103.9538","1.369453","Linking Bedok Reservoir Park to Pasir Ris Park, Tampines Park Connector runs along housing estates in Tampines Avenue 1 and 2, providing residents convenient access to the nearby parks. It also allows users to travel to Pasir Ris Town Park via Sungei Tampines, the natural habitat of water birds such as the Common Kingfisher.The Tampines Park Connector also runs under the viaduct of Tampines and Simei MRT stations, allowing park users to travel to Simei estate.Park Connector Network Pit Stops: ","Tampines Park Connector starts at Bedok Reservoir Road and runs along Tampines Avenue 1, Tampines Avenue 2, Tampines Ave 4, along Tampines Ave 9 and across the TPE overhead bridges, Pasir Ris Drive 1 before it ends at Pasir Ris Drive 3.","7.0 km","24 hours daily","7.00pm to 7.00am","Eastern"
"54","Jurong West Park Connector","Pioneer Rd North","103.6959","1.337444","Extending from Boon Lay Way (across Jurong Central Park) to Jurong West Street 93, the Jurong West Park Connector links nearby residents to Jurong Central Park, Boon Lay Bus Terminal, Boon Lay MRT station and Pioneer MRT station. Running through residential estates, it is great for joggers looking for a short run around the neighbourhood and is ideal for other outdoor activities such as cycling, strolling and dog-walking.Alternatively, make your way to SAFRA Jurong, located at the end of the Jurong West Park Connector along Boon Lay Way. You may also head to the Jurong West Sports Centre where there are multiple sporting facilities you can use. After a fulfilling workout, head to Jurong Point where a variety of eateries, cafes, and shops are available. The Jurong West Park Connector forms part of the Western Adventure Loop, linking visitors to various park connectors, parks and nature reserves.","Jurong West PC starts from Boon Lay Way (across Jurong Central Park) and runs along Jurong West Street 62 and Jurong West Street 64, before ending at Jurong West street 93","2.2 km","24 hours daily","7.00pm to 7.00am",NA
